Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Gabon,GAB,59.25180488,59.12119512,59.10558537,59.21785366,59.46378049,59.84256098,60.33987805,60.92212195,61.55280488,62.20502439,62.85653659,63.48868293,64.09534146,64.67087805,65.20302439,65.68441463,
United Kingdom,GBR,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,81.60487805,
Georgia,GEO,71.69339024,71.97068293,72.19856098,72.3695122,72.48104878,72.53519512,72.5424878,72.52507317,72.50312195,72.48973171,72.49804878,72.53617073,72.60363415,72.69846341,72.82063415,72.96612195,
Ghana,GHA,56.98509756,57.13860976,57.39992683,57.75014634,58.17534146,58.65202439,59.15121951,59.64387805,60.10602439,60.52363415,60.89373171,61.22078049,61.52431707,61.82031707,62.11378049,62.4072439,
Guinea,GIN,51.17380488,51.22285366,51.44453659,51.85046341,52.43390244,53.15692683,53.9562439,54.7575122,55.50158537,56.16356098,56.7432439,57.26065854,57.76112195,58.27960976,58.82490244,59.39895122,
"Gambia, The",GMB,55.97802439,56.381,56.78121951,57.17863415,57.57173171,57.95658537,58.32831707,58.68456098,59.02295122,59.3435122,59.64573171,59.93056098,60.20139024,60.46217073,60.71385366,60.95743902,
Guinea-Bissau,GNB,52.22704878,52.41156098,52.602,52.81217073,53.05104878,53.32190244,53.6232439,53.94780488,54.28668293,54.63819512,55.00053659,55.37365854,55.75778049,56.14965854,56.54821951,56.95039024,
Equatorial Guinea,GNQ,52.76414634,53.11170732,53.4292439,53.72370732,54.00202439,54.27956098,54.57021951,54.88297561,55.22187805,55.58497561,55.95895122,56.32602439,56.66834146,56.978,57.25553659,57.50839024,
Greece,GRC,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.43658537,81.58780488,
Grenada,GRD,70.25160976,70.46792683,70.69073171,70.91602439,71.14280488,71.37258537,71.60690244,71.8467561,72.09014634,72.33407317,72.572,72.79641463,73.00329268,73.18909756,73.35334146,73.49953659,
